Pais,Continente,Codigo,Anio,Combustibles Fosiles,Renovables,Nuclear,Id_Pais
Algeria,Africa,DZA,2015,99.9,0.1,0.0,575b9408b6daa2ddcefbcf6d81c9b4c9
Algeria,Africa,DZA,2016,99.85,0.15,0.0,575b9408b6daa2ddcefbcf6d81c9b4c9
Algeria,Africa,DZA,2017,99.75,0.25,0.0,575b9408b6daa2ddcefbcf6d81c9b4c9
Algeria,Africa,DZA,2018,99.71,0.29,0.0,575b9408b6daa2ddcefbcf6d81c9b4c9
Algeria,Africa,DZA,2019,99.71,0.29,0.0,575b9408b6daa2ddcefbcf6d81c9b4c9
Algeria,Africa,DZA,2020,99.7,0.3,0.0,575b9408b6daa2ddcefbcf6d81c9b4c9
Algeria,Africa,DZA,2021,99.74,0.26,,575b9408b6daa2ddcefbcf6d81c9b4c9
Argentina,South America,ARG,1965,98.9,1.1,0.0,3536be57ce0713954e454ae6c53ec023
Argentina,South America,ARG,1966,98.92,1.08,0.0,3536be57ce0713954e454ae6c53ec023
Argentina,South America,ARG,1967,98.92,1.08,0.0,3536be57ce0713954e454ae6c53ec023
Argentina,South America,ARG,1968,98.77,1.23,0.0,3536be57ce0713954e454ae6c53ec023
Argentina,South America,ARG,1969,98.93,1.07,0.0,3536be57ce0713954e454ae6c53ec023
Argentina,South America,ARG,1970,98.65,1.35,0.0,3536be57ce0713954e454ae6c53ec023
Argentina,South America,ARG,1971,98.73,1.27,0.0,3536be57ce0713954e454ae6c53ec023
Argentina,South America,ARG,1972,98.76,1.23,0.0,3536be57ce0713954e454ae6c53ec023
Argentina,South America,ARG,1973,97.72,2.28,0.0,3536be57ce0713954e454ae6c53ec023
Argentina,South America,ARG,1974,95.66,3.63,0.71,3536be57ce0713954e454ae6c53ec023
Argentina,South America,ARG,1975,94.37,3.86,1.77,3536be57ce0713954e454ae6c53ec023
Argentina,South America,ARG,1976,94.72,3.55,1.73,3536be57ce0713954e454ae6c53ec023
Argentina,South America,ARG,1977,95.04,3.91,1.05,3536be57ce0713954e454ae6c53ec023
Argentina,South America,ARG,1978,92.91,5.23,1.86,3536be57ce0713954e454ae6c53ec023
Argentina,South America,ARG,1979,91.69,6.7,1.61,3536be57ce0713954e454ae6c53ec023
Argentina,South America,ARG,1980,89.04,9.55,1.41,3536be57ce0713954e454ae6c53ec023
Argentina,South America,ARG,1981,88.71,9.54,1.74,3536be57ce0713954e454ae6c53ec023
Argentina,South America,ARG,1982,87.63,11.23,1.14,3536be57ce0713954e454ae6c53ec023
Argentina,South America,ARG,1983,86.71,11.3,1.99,3536be57ce0713954e454ae6c53ec023
Argentina,South America,ARG,1984,85.17,12.13,2.7,3536be57ce0713954e454ae6c53ec023
Argentina,South America,ARG,1985,83.84,12.76,3.4,3536be57ce0713954e454ae6c53ec023
Argentina,South America,ARG,1986,84.52,12.3,3.18,3536be57ce0713954e454ae6c53ec023
Argentina,South America,ARG,1987,84.3,12.25,3.45,3536be57ce0713954e454ae6c53ec023
Argentina,South America,ARG,1988,88.54,8.42,3.04,3536be57ce0713954e454ae6c53ec023
Argentina,South America,ARG,1989,89.71,7.54,2.74,3536be57ce0713954e454ae6c53ec023
Argentina,South America,ARG,1990,85.68,10.29,4.03,3536be57ce0713954e454ae6c53ec023
Argentina,South America,ARG,1991,86.7,9.08,4.22,3536be57ce0713954e454ae6c53ec023
Argentina,South America,ARG,1992,86.2,10.21,3.59,3536be57ce0713954e454ae6c53ec023
Argentina,South America,ARG,1993,83.98,12.22,3.81,3536be57ce0713954e454ae6c53ec023
Argentina,South America,ARG,1994,82.86,13.31,3.84,3536be57ce0713954e454ae6c53ec023
Argentina,South America,ARG,1995,84.27,12.54,3.19,3536be57ce0713954e454ae6c53ec023
Argentina,South America,ARG,1996,86.55,10.23,3.22,3536be57ce0713954e454ae6c53ec023
Argentina,South America,ARG,1997,84.09,12.51,3.4,3536be57ce0713954e454ae6c53ec023
Argentina,South America,ARG,1998,85.45,11.48,3.07,3536be57ce0713954e454ae6c53ec023
Argentina,South America,ARG,1999,87.88,9.23,2.9,3536be57ce0713954e454ae6c53ec023
Argentina,South America,ARG,2000,85.21,12.28,2.51,3536be57ce0713954e454ae6c53ec023
Argentina,South America,ARG,2001,81.15,15.94,2.92,3536be57ce0713954e454ae6c53ec023
Argentina,South America,ARG,2002,81.26,16.25,2.49,3536be57ce0713954e454ae6c53ec023
Argentina,South America,ARG,2003,82.59,14.41,3.0,3536be57ce0713954e454ae6c53ec023
Argentina,South America,ARG,2004,84.89,12.19,2.92,3536be57ce0713954e454ae6c53ec023
Argentina,South America,ARG,2005,84.82,12.79,2.39,3536be57ce0713954e454ae6c53ec023
Argentina,South America,ARG,2006,84.01,13.45,2.54,3536be57ce0713954e454ae6c53ec023
Argentina,South America,ARG,2007,87.13,10.6,2.27,3536be57ce0713954e454ae6c53ec023
Argentina,South America,ARG,2008,87.29,10.44,2.27,3536be57ce0713954e454ae6c53ec023
Argentina,South America,ARG,2009,85.65,11.78,2.57,3536be57ce0713954e454ae6c53ec023
Argentina,South America,ARG,2010,86.17,11.66,2.17,3536be57ce0713954e454ae6c53ec023
Argentina,South America,ARG,2011,87.21,10.93,1.86,3536be57ce0713954e454ae6c53ec023
Argentina,South America,ARG,2012,88.0,10.22,1.78,3536be57ce0713954e454ae6c53ec023
Argentina,South America,ARG,2013,87.4,10.95,1.65,3536be57ce0713954e454ae6c53ec023
Argentina,South America,ARG,2014,87.5,11.04,1.46,3536be57ce0713954e454ae6c53ec023
Argentina,South America,ARG,2015,87.27,10.91,1.83,3536be57ce0713954e454ae6c53ec023
Argentina,South America,ARG,2016,87.69,10.17,2.15,3536be57ce0713954e454ae6c53ec023
Argentina,South America,ARG,2017,87.47,10.96,1.57,3536be57ce0713954e454ae6c53ec023
Argentina,South America,ARG,2018,86.83,11.4,1.77,3536be57ce0713954e454ae6c53ec023
Argentina,South America,ARG,2019,85.78,11.93,2.29,3536be57ce0713954e454ae6c53ec023
Argentina,South America,ARG,2020,84.77,12.18,3.05,3536be57ce0713954e454ae6c53ec023
Argentina,South America,ARG,2021,85.82,11.33,2.85,3536be57ce0713954e454ae6c53ec023
Australia,Oceania,AUS,1965,94.44,5.56,0.0,4442e4af0916f53a07fb8ca9a49b98ed
Australia,Oceania,AUS,1966,94.93,5.07,0.0,4442e4af0916f53a07fb8ca9a49b98ed
Australia,Oceania,AUS,1967,95.05,4.95,0.0,4442e4af0916f53a07fb8ca9a49b98ed
Australia,Oceania,AUS,1968,95.13,4.87,0.0,4442e4af0916f53a07fb8ca9a49b98ed
Australia,Oceania,AUS,1969,94.91,5.09,0.0,4442e4af0916f53a07fb8ca9a49b98ed
Australia,Oceania,AUS,1970,94.58,5.42,0.0,4442e4af0916f53a07fb8ca9a49b98ed
Australia,Oceania,AUS,1971,94.18,5.82,0.0,4442e4af0916f53a07fb8ca9a49b98ed
Australia,Oceania,AUS,1972,94.4,5.6,0.0,4442e4af0916f53a07fb8ca9a49b98ed
Australia,Oceania,AUS,1973,94.41,5.59,0.0,4442e4af0916f53a07fb8ca9a49b98ed
Australia,Oceania,AUS,1974,94.04,5.96,0.0,4442e4af0916f53a07fb8ca9a49b98ed
Australia,Oceania,AUS,1975,93.7,6.3,0.0,4442e4af0916f53a07fb8ca9a49b98ed
Australia,Oceania,AUS,1976,94.21,5.79,0.0,4442e4af0916f53a07fb8ca9a49b98ed
Australia,Oceania,AUS,1977,94.73,5.27,0.0,4442e4af0916f53a07fb8ca9a49b98ed
Australia,Oceania,AUS,1978,94.49,5.51,0.0,4442e4af0916f53a07fb8ca9a49b98ed
Australia,Oceania,AUS,1979,94.83,5.17,0.0,4442e4af0916f53a07fb8ca9a49b98ed
Australia,Oceania,AUS,1980,95.14,4.86,0.0,4442e4af0916f53a07fb8ca9a49b98ed
Australia,Oceania,AUS,1981,95.07,4.93,0.0,4442e4af0916f53a07fb8ca9a49b98ed
Australia,Oceania,AUS,1982,95.36,4.64,0.0,4442e4af0916f53a07fb8ca9a49b98ed
Australia,Oceania,AUS,1983,95.47,4.53,0.0,4442e4af0916f53a07fb8ca9a49b98ed
Australia,Oceania,AUS,1984,95.28,4.72,0.0,4442e4af0916f53a07fb8ca9a49b98ed
Australia,Oceania,AUS,1985,95.14,4.86,0.0,4442e4af0916f53a07fb8ca9a49b98ed
Australia,Oceania,AUS,1986,95.2,4.8,0.0,4442e4af0916f53a07fb8ca9a49b98ed
Australia,Oceania,AUS,1987,95.47,4.53,0.0,4442e4af0916f53a07fb8ca9a49b98ed
Australia,Oceania,AUS,1988,95.36,4.64,0.0,4442e4af0916f53a07fb8ca9a49b98ed
Australia,Oceania,AUS,1989,95.58,4.42,0.0,4442e4af0916f53a07fb8ca9a49b98ed
Australia,Oceania,AUS,1990,95.54,4.46,0.0,4442e4af0916f53a07fb8ca9a49b98ed
Australia,Oceania,AUS,1991,95.26,4.74,0.0,4442e4af0916f53a07fb8ca9a49b98ed
Australia,Oceania,AUS,1992,95.27,4.73,0.0,4442e4af0916f53a07fb8ca9a49b98ed
Australia,Oceania,AUS,1993,95.24,4.76,0.0,4442e4af0916f53a07fb8ca9a49b98ed
Australia,Oceania,AUS,1994,95.47,4.53,0.0,4442e4af0916f53a07fb8ca9a49b98ed
Australia,Oceania,AUS,1995,95.76,4.24,0.0,4442e4af0916f53a07fb8ca9a49b98ed
Australia,Oceania,AUS,1996,95.76,4.24,0.0,4442e4af0916f53a07fb8ca9a49b98ed
Australia,Oceania,AUS,1997,95.85,4.15,0.0,4442e4af0916f53a07fb8ca9a49b98ed
Australia,Oceania,AUS,1998,95.96,4.04,0.0,4442e4af0916f53a07fb8ca9a49b98ed
Australia,Oceania,AUS,1999,95.99,4.01,0.0,4442e4af0916f53a07fb8ca9a49b98ed
Australia,Oceania,AUS,2000,96.01,3.99,0.0,4442e4af0916f53a07fb8ca9a49b98ed
Australia,Oceania,AUS,2001,96.13,3.87,0.0,4442e4af0916f53a07fb8ca9a49b98ed
Australia,Oceania,AUS,2002,96.07,3.93,0.0,4442e4af0916f53a07fb8ca9a49b98ed
Australia,Oceania,AUS,2003,95.99,4.01,0.0,4442e4af0916f53a07fb8ca9a49b98ed
Australia,Oceania,AUS,2004,95.96,4.04,0.0,4442e4af0916f53a07fb8ca9a49b98ed
Australia,Oceania,AUS,2005,95.69,4.31,0.0,4442e4af0916f53a07fb8ca9a49b98ed
Australia,Oceania,AUS,2006,95.77,4.23,0.0,4442e4af0916f53a07fb8ca9a49b98ed
Australia,Oceania,AUS,2007,96.02,3.98,0.0,4442e4af0916f53a07fb8ca9a49b98ed
Australia,Oceania,AUS,2008,96.32,3.68,0.0,4442e4af0916f53a07fb8ca9a49b98ed
Australia,Oceania,AUS,2009,96.08,3.92,0.0,4442e4af0916f53a07fb8ca9a49b98ed
Australia,Oceania,AUS,2010,95.69,4.31,0.0,4442e4af0916f53a07fb8ca9a49b98ed
Australia,Oceania,AUS,2011,94.3,5.7,0.0,4442e4af0916f53a07fb8ca9a49b98ed
Australia,Oceania,AUS,2012,94.3,5.7,0.0,4442e4af0916f53a07fb8ca9a49b98ed
Australia,Oceania,AUS,2013,93.47,6.53,0.0,4442e4af0916f53a07fb8ca9a49b98ed
Australia,Oceania,AUS,2014,94.02,5.98,0.0,4442e4af0916f53a07fb8ca9a49b98ed
Australia,Oceania,AUS,2015,93.71,6.29,0.0,4442e4af0916f53a07fb8ca9a49b98ed
Australia,Oceania,AUS,2016,92.81,7.19,0.0,4442e4af0916f53a07fb8ca9a49b98ed
Australia,Oceania,AUS,2017,93.25,6.75,0.0,4442e4af0916f53a07fb8ca9a49b98ed
Australia,Oceania,AUS,2018,91.7,8.3,0.0,4442e4af0916f53a07fb8ca9a49b98ed
Australia,Oceania,AUS,2019,91.12,8.88,0.0,4442e4af0916f53a07fb8ca9a49b98ed
Australia,Oceania,AUS,2020,89.21,10.79,0.0,4442e4af0916f53a07fb8ca9a49b98ed
Australia,Oceania,AUS,2021,87.07,12.93,,4442e4af0916f53a07fb8ca9a49b98ed
Austria,Europe,AUT,1965,74.9,25.1,0.0,9891739094756d2605946c867b32ad28
Austria,Europe,AUT,1966,74.16,25.84,0.0,9891739094756d2605946c867b32ad28
Austria,Europe,AUT,1967,73.88,26.12,0.0,9891739094756d2605946c867b32ad28
Austria,Europe,AUT,1968,74.9,25.1,0.0,9891739094756d2605946c867b32ad28
Austria,Europe,AUT,1969,77.72,22.28,0.0,9891739094756d2605946c867b32ad28
Austria,Europe,AUT,1970,75.23,24.77,0.0,9891739094756d2605946c867b32ad28
Austria,Europe,AUT,1971,80.35,19.65,0.0,9891739094756d2605946c867b32ad28
Austria,Europe,AUT,1972,80.48,19.52,0.0,9891739094756d2605946c867b32ad28
Austria,Europe,AUT,1973,79.82,20.18,0.0,9891739094756d2605946c867b32ad28
Austria,Europe,AUT,1974,76.27,23.73,0.0,9891739094756d2605946c867b32ad28
Austria,Europe,AUT,1975,74.97,25.03,0.0,9891739094756d2605946c867b32ad28
Austria,Europe,AUT,1976,79.09,20.91,0.0,9891739094756d2605946c867b32ad28
Austria,Europe,AUT,1977,74.73,25.27,0.0,9891739094756d2605946c867b32ad28
Austria,Europe,AUT,1978,75.76,24.24,0.0,9891739094756d2605946c867b32ad28
Austria,Europe,AUT,1979,74.22,25.78,0.0,9891739094756d2605946c867b32ad28
Austria,Europe,AUT,1980,73.17,26.83,0.0,9891739094756d2605946c867b32ad28
Austria,Europe,AUT,1981,70.72,29.28,0.0,9891739094756d2605946c867b32ad28
Austria,Europe,AUT,1982,69.68,30.32,0.0,9891739094756d2605946c867b32ad28
Austria,Europe,AUT,1983,69.88,30.12,0.0,9891739094756d2605946c867b32ad28
Austria,Europe,AUT,1984,73.31,26.69,0.0,9891739094756d2605946c867b32ad28
Austria,Europe,AUT,1985,70.23,29.77,0.0,9891739094756d2605946c867b32ad28
Austria,Europe,AUT,1986,69.82,30.18,0.0,9891739094756d2605946c867b32ad28
Austria,Europe,AUT,1987,67.81,32.19,0.0,9891739094756d2605946c867b32ad28
Austria,Europe,AUT,1988,67.27,32.73,0.0,9891739094756d2605946c867b32ad28
Austria,Europe,AUT,1989,67.59,32.41,0.0,9891739094756d2605946c867b32ad28
Austria,Europe,AUT,1990,71.09,28.91,0.0,9891739094756d2605946c867b32ad28
Austria,Europe,AUT,1991,72.41,27.59,0.0,9891739094756d2605946c867b32ad28
Austria,Europe,AUT,1992,68.96,31.04,0.0,9891739094756d2605946c867b32ad28
Austria,Europe,AUT,1993,67.91,32.09,0.0,9891739094756d2605946c867b32ad28
Austria,Europe,AUT,1994,68.7,31.3,0.0,9891739094756d2605946c867b32ad28
Austria,Europe,AUT,1995,68.48,31.52,0.0,9891739094756d2605946c867b32ad28
Austria,Europe,AUT,1996,71.05,28.95,0.0,9891739094756d2605946c867b32ad28
Austria,Europe,AUT,1997,70.04,29.96,0.0,9891739094756d2605946c867b32ad28
Austria,Europe,AUT,1998,69.56,30.44,0.0,9891739094756d2605946c867b32ad28
Austria,Europe,AUT,1999,67.74,32.26,0.0,9891739094756d2605946c867b32ad28
Austria,Europe,AUT,2000,67.05,32.95,0.0,9891739094756d2605946c867b32ad28
Austria,Europe,AUT,2001,69.18,30.82,0.0,9891739094756d2605946c867b32ad28
Austria,Europe,AUT,2002,69.67,30.33,0.0,9891739094756d2605946c867b32ad28
Austria,Europe,AUT,2003,74.86,25.14,0.0,9891739094756d2605946c867b32ad28
Austria,Europe,AUT,2004,72.37,27.63,0.0,9891739094756d2605946c867b32ad28
Austria,Europe,AUT,2005,72.05,27.95,0.0,9891739094756d2605946c867b32ad28
Austria,Europe,AUT,2006,71.41,28.59,0.0,9891739094756d2605946c867b32ad28
Austria,Europe,AUT,2007,69.02,30.98,0.0,9891739094756d2605946c867b32ad28
Austria,Europe,AUT,2008,68.65,31.35,0.0,9891739094756d2605946c867b32ad28
Austria,Europe,AUT,2009,65.68,34.32,0.0,9891739094756d2605946c867b32ad28
Austria,Europe,AUT,2010,68.39,31.61,0.0,9891739094756d2605946c867b32ad28
Austria,Europe,AUT,2011,69.28,30.72,0.0,9891739094756d2605946c867b32ad28
Austria,Europe,AUT,2012,64.07,35.93,0.0,9891739094756d2605946c867b32ad28
Austria,Europe,AUT,2013,64.73,35.27,0.0,9891739094756d2605946c867b32ad28
Austria,Europe,AUT,2014,63.36,36.64,0.0,9891739094756d2605946c867b32ad28
Austria,Europe,AUT,2015,65.04,34.96,0.0,9891739094756d2605946c867b32ad28
Austria,Europe,AUT,2016,64.35,35.65,0.0,9891739094756d2605946c867b32ad28
Austria,Europe,AUT,2017,65.5,34.5,0.0,9891739094756d2605946c867b32ad28
Austria,Europe,AUT,2018,65.43,34.57,0.0,9891739094756d2605946c867b32ad28
Austria,Europe,AUT,2019,64.39,35.61,0.0,9891739094756d2605946c867b32ad28
Austria,Europe,AUT,2020,61.74,38.26,0.0,9891739094756d2605946c867b32ad28
Austria,Europe,AUT,2021,62.52,37.48,,9891739094756d2605946c867b32ad28
Azerbaijan,Asia,AZE,1985,98.35,1.65,0.0,7176f8c3bccfdf02322c73f7a0bc9688
Azerbaijan,Asia,AZE,1986,99.06,0.94,0.0,7176f8c3bccfdf02322c73f7a0bc9688
Azerbaijan,Asia,AZE,1987,99.03,0.97,0.0,7176f8c3bccfdf02322c73f7a0bc9688
Azerbaijan,Asia,AZE,1988,99.16,0.84,0.0,7176f8c3bccfdf02322c73f7a0bc9688
Azerbaijan,Asia,AZE,1989,99.17,0.83,0.0,7176f8c3bccfdf02322c73f7a0bc9688
Azerbaijan,Asia,AZE,1990,98.12,1.88,0.0,7176f8c3bccfdf02322c73f7a0bc9688
Azerbaijan,Asia,AZE,1991,97.92,2.08,0.0,7176f8c3bccfdf02322c73f7a0bc9688
Azerbaijan,Asia,AZE,1992,97.59,2.41,0.0,7176f8c3bccfdf02322c73f7a0bc9688
Azerbaijan,Asia,AZE,1993,96.14,3.86,0.0,7176f8c3bccfdf02322c73f7a0bc9688
Azerbaijan,Asia,AZE,1994,96.83,3.17,0.0,7176f8c3bccfdf02322c73f7a0bc9688
Azerbaijan,Asia,AZE,1995,97.14,2.86,0.0,7176f8c3bccfdf02322c73f7a0bc9688
Azerbaijan,Asia,AZE,1996,96.55,3.45,0.0,7176f8c3bccfdf02322c73f7a0bc9688
Azerbaijan,Asia,AZE,1997,95.99,4.01,0.0,7176f8c3bccfdf02322c73f7a0bc9688
Azerbaijan,Asia,AZE,1998,95.44,4.56,0.0,7176f8c3bccfdf02322c73f7a0bc9688
Azerbaijan,Asia,AZE,1999,96.47,3.53,0.0,7176f8c3bccfdf02322c73f7a0bc9688
Azerbaijan,Asia,AZE,2000,96.55,3.45,0.0,7176f8c3bccfdf02322c73f7a0bc9688
Azerbaijan,Asia,AZE,2001,96.99,3.01,,7176f8c3bccfdf02322c73f7a0bc9688
Azerbaijan,Asia,AZE,2002,95.3,4.7,,7176f8c3bccfdf02322c73f7a0bc9688
Azerbaijan,Asia,AZE,2003,94.72,5.28,,7176f8c3bccfdf02322c73f7a0bc9688
Azerbaijan,Asia,AZE,2004,94.84,5.16,,7176f8c3bccfdf02322c73f7a0bc9688
Azerbaijan,Asia,AZE,2005,94.83,5.17,,7176f8c3bccfdf02322c73f7a0bc9688
Azerbaijan,Asia,AZE,2006,95.63,4.37,,7176f8c3bccfdf02322c73f7a0bc9688
Azerbaijan,Asia,AZE,2007,95.5,4.5,,7176f8c3bccfdf02322c73f7a0bc9688
Azerbaijan,Asia,AZE,2008,95.82,4.18,,7176f8c3bccfdf02322c73f7a0bc9688
Azerbaijan,Asia,AZE,2009,95.13,4.87,,7176f8c3bccfdf02322c73f7a0bc9688
Azerbaijan,Asia,AZE,2010,92.69,7.31,,7176f8c3bccfdf02322c73f7a0bc9688
Azerbaijan,Asia,AZE,2011,94.92,5.08,,7176f8c3bccfdf02322c73f7a0bc9688
Azerbaijan,Asia,AZE,2012,96.66,3.34,,7176f8c3bccfdf02322c73f7a0bc9688
Azerbaijan,Asia,AZE,2013,97.22,2.78,,7176f8c3bccfdf02322c73f7a0bc9688
Azerbaijan,Asia,AZE,2014,97.57,2.43,,7176f8c3bccfdf02322c73f7a0bc9688
Azerbaijan,Asia,AZE,2015,97.24,2.76,,7176f8c3bccfdf02322c73f7a0bc9688
Azerbaijan,Asia,AZE,2016,96.65,3.35,,7176f8c3bccfdf02322c73f7a0bc9688
Azerbaijan,Asia,AZE,2017,96.95,3.05,,7176f8c3bccfdf02322c73f7a0bc9688
Azerbaijan,Asia,AZE,2018,96.93,3.07,,7176f8c3bccfdf02322c73f7a0bc9688
Azerbaijan,Asia,AZE,2019,97.33,2.67,,7176f8c3bccfdf02322c73f7a0bc9688
Azerbaijan,Asia,AZE,2020,98.02,1.98,,7176f8c3bccfdf02322c73f7a0bc9688
Azerbaijan,Asia,AZE,2021,97.8,2.2,,7176f8c3bccfdf02322c73f7a0bc9688
Bangladesh,Asia,BGD,1971,96.14,3.86,0.0,f78a77f631d275aac6a914a17fe1b885
Bangladesh,Asia,BGD,1972,96.59,3.41,0.0,f78a77f631d275aac6a914a17fe1b885
Bangladesh,Asia,BGD,1973,94.98,5.02,0.0,f78a77f631d275aac6a914a17fe1b885
Bangladesh,Asia,BGD,1974,96.54,3.46,0.0,f78a77f631d275aac6a914a17fe1b885
Bangladesh,Asia,BGD,1975,93.96,6.04,0.0,f78a77f631d275aac6a914a17fe1b885
Bangladesh,Asia,BGD,1976,94.13,5.87,0.0,f78a77f631d275aac6a914a17fe1b885
Bangladesh,Asia,BGD,1977,94.92,5.08,0.0,f78a77f631d275aac6a914a17fe1b885
Bangladesh,Asia,BGD,1978,94.46,5.54,0.0,f78a77f631d275aac6a914a17fe1b885
Bangladesh,Asia,BGD,1979,94.17,5.83,0.0,f78a77f631d275aac6a914a17fe1b885
Bangladesh,Asia,BGD,1980,95.04,4.96,0.0,f78a77f631d275aac6a914a17fe1b885
Bangladesh,Asia,BGD,1981,94.98,5.02,0.0,f78a77f631d275aac6a914a17fe1b885
Bangladesh,Asia,BGD,1982,96.19,3.81,0.0,f78a77f631d275aac6a914a17fe1b885
Bangladesh,Asia,BGD,1983,95.13,4.87,0.0,f78a77f631d275aac6a914a17fe1b885
Bangladesh,Asia,BGD,1984,93.89,6.11,0.0,f78a77f631d275aac6a914a17fe1b885
